label,review
0,点的鱿鱼拌饭套餐，到了之后我真心觉得这是在捉弄我么？！饭是冷的，菜特别少，打开盒子红红的，一点食欲都没有，请问店家是问了节省时间拌了一大锅然后分盒子装好，客户点了鱿鱼拌饭就放进去几根鱿鱼条，点牛肉就放进去几片牛肉么，太糊弄了，之所以点你家的拌饭，是想享受自己拌饭的过程，你都给我拌好了送过来，我只能觉得这是剩饭，甚至想到这可能是店里有人挑毛病不吃的饭，你拌了拌装到盒子给我送过来了，你为了节省时间也好，节省成本也好，我都可以理解，但是不能认真对待客户服务客户的精神我不能理解。以后再也不会点你家的外卖，也不会让身边的人点。差评，差评，差评。
0,盐是不要钱吗！！！！！一份餐送两次，也是醉了！
0,米饭都没熟…再也不定了
0,小炒肉还可以，担担面太失败了，又油又辣面也化了，果仁菠菜的花生好吃，菠菜都不新鲜了，不知道是不是被醋泡的。速度一般吧。
1,速度很快，服务态度好。
0,"送餐太慢,十点定的,两点才送到，如果不能保证送餐的话就不要搞这么大的活动。披萨味道还行，就是送过来的时候已经软掉了"
0,米饭太少了！
0,"送的太慢了,2小时,菜都冷了"
0,东西不好吃，价格偏贵，送餐速度还可以
1,配送服务很好。味道很正。
1,"不错,很好吃。。。"
0,菜量和堂食比实在是太少了！备注让多带2包辣酱也没带！
0,饭送来是凉的，而且还送错了菜，商家说退的钱至今也未送来，我不乎这点钱，态度简直让人接受不了，再也不要吃了
1,比在店里吃还便宜
1,"百度骑士很快,餐送过来时还冒着热气,赞一个"
1,配送人员超有礼貌：）
0,鱿鱼是坏的，都臭了，这辈子再也不吃了！！！
0,味道太难吃了这外卖！
0,十点半订餐，现在一点半还没送到，打电话不是占线就是不接，最后状态竟然变成已完成状态？
1,还是很好，而且是非常热乎滴
0,"送餐时间太慢，完了近一个小时!,以后不订了！"
1,很喜欢酸辣汤～好喝～其他菜有机会尝试
1,这个套餐太值了，从下单到到达，简直是空运的速度
1,很好吃呀！海带丝再更入味些就完美了！
0,12：20订单的，13：38餐才到。等的都不想要了
0,两个小时才送到也是醉了，都凉了
1,好吃，天气冷叫外卖很方便
1,"快递小哥太棒了！哈哈,菜也好吃"
0,"真特么慢,cao"
1,"包装好高大上,好吃"
0,"不好吃,量好少,味道还不好"
0,由于系统问题，订单上留的电话被搞错了，快递迟到1个小时。东西还比较可口，但少了吸管。
1,送餐很快，小菜很好吃
0,太慢了，两个小时啊！！！味道还行！
1,找到了吃驴肉火烧的感觉
1,花卷不错，汤也挺好的，送货快
0,"没有勺子,配送好慢,手套少一只,恩"
1,金银馒头不适合外送，金馒头一闷都软了
1,吃这还不错。
1,味道不错，服务不错，
0,"等了一个小时,字数布丁"
1,真不错，还有活动，超值的
1,超级无敌好吃
0,面条都烂了
1,谢谢快递哥哥，非常准时，辛苦啦
1,肉多饼薄口味好，很大一个
1,送餐很快，人也跟nice，好评！
1,东西还不错，但是送餐速度太慢了，不能按时送达，第二单两个多小时了，还没有到，这速度真是醉了
0,大份的就那么一点，然后价格比在别的饭店单点个菜还贵。
1,菜还行就是油有点大。送餐小哥不错萌萌哒.
0,"等了一个多小时,但是今天下雨,也能理解,特色牛肉卷饼不好吃,没味道,粥还小"
0,"以后再也不会定这家了！！！以后再也不会定这家了！！！以后再也不会定这家了！！！（重要的事情要说三遍）,9点半定的，送来1点了，期间商家电话一直占线。"
0,饼不错，味道也可以，就是夹的菜有点少。送餐速度也挺快。
1,好吃的点心就属稻香村了！骑士送货很快，服务热情！赞一个！
1,比老家的味道差点，不过还是好评！有时间去店里尝尝
1,配送速度真的很快，怏送小弟很好
0,"不好吃,豆腐脑是酸的,豆浆是坏的,都不好吃"
1,比预计时间晚了十分钟，还算准时
0,肉夹馍不错，但是凉皮味道真不怎么样…南瓜饼也不错
0,"太差了！配送员把饭都撒包装袋里了,还好意思收配送费,无语了"
1,"一般一般,面不是手工削的。不筋道"
1,准时，菜做的不错！
1,虽然晚了点，但是天气这么冷可以理解，师傅很不容易，谢谢啦
0,不满意的一次外卖
1,"第一次点,很好吃,米饭给的很多,菜也特别多,还有可乐,超级值好好好"
0,猪蹄上都是猪毛，我都怀疑其他东西干净不！
0,菜品口味还是一如既往，经常订餐，但是服务太差，态度极为不好，十点打电话说正在加工，催了三次菜，十一点四十给他打电话竟然说送不过来了，说远这边就我自己订餐，送不过来提前通知啊，我可以订其他的餐啊，希望可以改正，否则我们原先的几个老客不会再去光顾！！
1,活动挺好、希望继续保持
0,"都什么啊,这么难吃吃,醉了"
0,"没给发票啊,几个意思啊"
1,好喝。。速度快。。。
0,"震惊了,京香肉丝只有黄瓜,没有肉,卧槽"
1,好！希望一直这么好
1,"鱼香肉丝卷味道不错,南瓜粥还行"
1,饼味道一般吧，很少的一碗粥。
1,"味道很正，很好吃！！不油腻，棒！！,服务也非常好！"
1,两个能吃饱，但锡纸包得不合理，很容易咽下去！
0,平时都很好、可是这次确实剩饭、一粒一粒的、像用水泡过、让我非常不满意
1,"好吃,满意"
1,很好吃，推荐他家的土豆丝卷饼！
0,"一点都不好吃,而且很难吃"
1,挺好，我个人喜欢更瘦一点的，不过肘子确实就这样
1,沙拉忘了酱
0,饼带汤的洒哪都是，还一直淌～南瓜粥一点味没有
1,小黄鱼贴饼子根本不是贴饼子，，炸窝头！都黑了！什么玩意！糊弄人呢！！！
0,第一次点，感觉很不好！以为不会有什么问题，送餐员送完马上就走了，也没有清点菜品。另加了一份花生米和一份白米线。可是送来时只有一碗汤和一袋白米线，不知道另点的白米线是不是装在了一起，感觉不像，因为实在是太少了，就像一份的量。碗里没有花生米，也没有另装一袋。碗里倒有云腿1片，不知道是我花两块钱点的还是原来就应该有的。虽然就几块钱的事情，但是感觉商家不细致，不诚信。
1,今天师傅是不是手抖了，微辣格外辣！
1,特别快！很满意的一次购物
0,太慢了，打电话催单手机还关机，两个小时才送来
0,东西挺好，有点儿辣有点儿咸。送餐速度慢哭了。。。。。。
1,满意，速度也非常快。
0,"送的玉米发霉的！太恶心了！黄焖鸡量极小，味道一般，骨头多于肉。米饭量很大，然并卵。,要求十二点送过来，十一点半就到了，放到十二点吃已经凉了，差评！"
0,太坑了，这是有史以来最坑的一次，饭加菜还没半碗，说什么在线支付满多少减多少也没有，原价照收，坑，估计以后再也不会吃了
0,太少，点的中分比上次的小份还小
1,吃完感觉不舒服，油是不是不好？
0,"我的套餐里的水呢水呢水呢…,不打算买了,上次就缺东西,这次还是！"
1,菜品好吃，味道正，量足，用料好。快递小哥效率高，服务周到，跑了两趟特意送发票，认真负责，赞一个!
1,"八宝茶太太太...咸了,木耳和南瓜粥不错"
0,未按照约定时间送达
1,好吃，不过送餐师傅的方向感要加强
0,"十一点订的,等到快一点,以后再也不定了"
0,鱼块味道一般，小咸菜味道不错，米饭有点多
0,真的好慢啊！等了将近两个小时，快饿死了，只好自己出去买了，刚买回来才打电话说送来了……
0,味道不错，只是等的过程太煎熬……
0,等了一个小时才到。
0,12点18下单，等到一点四十左右才送来，饭是微热了，送得慢就算了，米超硬，这么久米都焖不熟？我喜欢吃硬饭都觉得真是难嚼啊，再说这个饭是五花肉拌饭，肉呢？一共就四五片都不到，20多？不会再订了！超级不值
1,"送餐快,味道还可以,很干净"
0,"百度好评,汉堡王差评,点的套餐里竟然不给薯条"
0,吃了一年了一家店。现在彻底失望了。锅包肉现在像溜肉段了。味道也变了好多。还有就是这快递送来了没有筷子？问他筷子呢？结果他的意思是我把筷子吃了。百度外卖改良一下吧。
0,一点也不好，说了不要辣的还是给放辣椒了！
1,送餐很快，菜很好，羊杂味道不错
1,送餐慢了点，餐还可以
0,超时三十分钟赔付呢？我不问就不提这事儿了？
0,"次次迟到n久~~,菜都是凉的"
1,好吃，送的特别快，好评
0,"貌似没熟.,2个小时才送到"
1,送餐员的态度真的特别特别好！而且这次速度特别快，煎饼的味道就更不用说了
1,速度需提升，再接再厉
1,"第一次定,挺好吃的,就是有点慢,可能距离有些远"
0,"差差差,东西少的可怜不说,这哪是石锅拌饭啊,简直就是米饭拌饭,米饭也不好吃,失败"
0,饭菜不错，量足，但手机没信号就没接到电话，打电话过去服务员态度特别不好
0,吃不饱，量太少
1,漏了这次的评价，真心赞，非常非常棒
0,东西太少了，不值30元
1,味道正宗，量大内容多
1,快！外卖小哥特别棒！
1,非常热情的大哥，速度快服务好
1,宇宙速度，下单5分钟就到。味道好，明天继续。
0,"我昨天中午11:34下的订单，下午一点还没到不说，只要打电话,就说就在附近，到了两点，餐点还没到，我说取消，一直取消到今天！我根本都没收到餐点,怎么订单就结束了？口口声声说给我取消,今天一看，嘿，订单结束了？！"
0,"速度达不到40分钟,希望如实描述,。米线油多,倒进全部米线后会溢出饭盒,很不方便,希望换更大更高的饭盒"
0,不是百度吗，怎么变成了达达。而且包装全是油，我觉得诚信还是很重要吧。
0,送达的时间是三点之前的，但是送到了之后的小蛋糕卖相实在不敢恭维，只能说败絮其中，小蛋糕居然是反扣着的
0,送餐很快，但是给我发票抬头开错了........
0,差评，太慢了
0,没按要求加浓缩，咖啡还洒的乱七八糟……
0,点的粥都没送，给换成了饮料，之前都没和我沟通确认，服务态度一点不，再也不买了
1,送餐师傅超级快，态度也特别好，餐也很好吃
0,饺子味道很好，可送来的时候粘在一起，一吃都破了，包装盒既然都花钱了，包装盒是有一个一个饺子分开放的盒子的
1,菜量很大，味道也不错，师傅速度很快，好评～
0,昨天少给我送一个肉夹馍，9块钱没了
0,别的都很好，就是汤洒了。。。
1,焖面很好吃，速度也很快
0,饺子是生的，青椒是生的
1,饼真心不是我想吃的那样的
0,"不是我想说没货了，就不能马上停止接单嘛？两个小时才送到，饿到胃痛不说，都已经上班了很耽误事。饼还凉了，你说能好吃吗？,另外，我真服了百度外卖的办事效率，退款要15天，今天都第16天了还没有收到退款。不在乎那点钱，就是感觉很不爽，以前还觉得百度外卖挺好的，几乎每天都用。"
1,习惯好评，但今天的卷饼菜太少了，皮感觉有点厚了
1,很好吃的，刚刚好！
1,菜很好吃，就是炒饭这次给的有点少。
1,送餐挺速度的。味道自己吃有点淡。
0,太烂了，太无语了
1,东西不错，就是送的太慢
0,"薯条回生,明显是二次炸,并且是凉的！可乐加冰太多,有点化了,像兑了水一样,鸡条没法吃,薯条已经扔了"
1,全是肉。有点干
1,好吃到停不下来...好评！！！
1,很好吃，定了好几次了
0,不推荐的一家，点的牛肉面，超级难吃~~点面的慎重！
0,味道可以试试
1,第一次买，送餐师父很好，而且能看的出真是用心做的，太喜欢包装的那句话了，加油
1,首次尝试，挺好的。味道不错，包装新颖；不过量有点少，一个卷好像吃不饱啊……
0,送餐师傅人不错，不过菜很不好吃，量也不够
1,不错，很快
1,。送餐员特好的说话。。。。。。
1,骑士服务很好，商品质量也可。
1,这次的粥一碗太咸啦，另一碗没放盐。。明明买的都是皮蛋粥的说
0,两个多小时才送到，，咱是送不了，可以限制流量
0,送货时间长，而且洒了不少。
0,饮料洒了一半在袋子里，连吸管都没有，豆腐脑盖子上也全是油，煎饼因为太久捂在袋子里完全不能吃了，失败的一次订单~
1,总体来说还不错，就是煎饼时间长了有点软，没那么好吃了
0,"连续订了好多次,每次都晚送半个多小时,每次说完,下次还是晚送,以后不定了"
1,时间准。不错。儿子很喜欢。
1,很好吃！干煸豆角非常推荐！牛肉烧卖也是棒棒哒
1,"小哥不错,最后给送上来了"
0,"卷饼皮是真厚,土豆丝太少了"
1,给力，就是速度慢点，需要早定
0,失误难免，，以后请注意。。
0,"烤翅没熟,排骨饭是剩的吧,看着就恶心,没吃,倒了"
0,可能天热放坏了，吃完晚上拉肚子了。卖相也没有店里的好。
1,很快，还送了礼物
0,挺快的，但是味道不太好
0,还能再慢一点嘛！！！！！！！一个半小时！！！！真不愧新店！！
1,"送的有点早,但是真的很不错,招牌的果然不一般~\(≧▽≦)/~"
1,很好吃，特别是很准时，量足味美，还会再买
0,东西是还不错，就是不懂为什么不能给送上来，我知道你们中午忙，可是也不能天天让我下楼等你们给我送过来吧，我也是在上班呢阿，以后还是不点了。
1,晚了半小时左右吧……不过最近这么冷还是辛苦了，估计大家都不想出门吧。超级好吃！推荐！
0,"粥太难喝了,有股馊味"
1,很好很好很好
0,第二次叫这家外面，发誓再也不会订第三次；第一次是冬天等了两个小时，饭凉的还特别难吃；这次是等了一个半小时，三盒饭连袋子都没有，全是油…最奇葩的是，筷子沒有任何包裝就在手裡拿著，叫這家外賣的請自行準備筷子！然后再次刷新了难吃纪录，汤里的豆腐是酸的，太难吃了全部扔掉重新叫的别的，两次都这么差，真是绝了这家！
0,"不好吃,太油,送来菜都是冷的了"
0,芝士没有看到芝士……实在太慢了，不打电话一直催，根本不取餐，一个半小时都过去了。我等了这么久，居然说还没有取餐，我不高兴再等十几分钟就取消。。。坑爹啊。。。
0,"非常慢非常慢,打电话,还是不耐烦的口气,很无语"
0,"太慢了,说好45分钟,结果一个多小时"
1,满意，很好，配送给力食物好吃
0,豆腐有的不怎么太熟，太少了
1,好吃但是太咸了，其他都还好
1,夹油条的才是煎饼果子，口味不错，可惜没放香菜，藕盒也还不错
0,"送餐速度神速,刚下单,餐就来了,但不是我点的菜"
0,配送很慢很慢。袋子还破了一个，另一个也是洒一袋子菜汤。无语！
1,好吃！速度！包装也有品质，不出家门就能吃到餐厅的味道！
0,点了很久才送来，而且点的炸酱面坨的不成样子……差评！
0,垃圾。傻逼外卖。11点半点的餐。送了2个小时。打电话询问一直推脱责任，没有任何答复和补偿。
0,"送的很快,态度很好"
1,真够大的，味道棒
1,"送餐很快,大哥说汤洒了一点儿,我觉得态度还是很好的,不介意。他家这抄手一如既往的好啊"
0,两个小时送到，够够的了！！！再也不会点这家了！！
1,速度品质都很好
1,"比想象中好吃,分量很大"
1,很好吃，奶茶还好，天很冷，还没有凉
0,凉皮有异味
0,送餐超时，商家虽然半价，仍对此单的送餐速度非常不满意。
1,送餐员态度很好，速度也快。菜品味道好。
0,"要的腊八蒜没给带,说给退了,也不给钱,啥意思吗"
1,除了南瓜羹有点酸，其它都挺好的，还会再点的，除了南瓜羹。
0,你的肉末酸豆角里面怎么没有一丁点儿肉？？
0,真是烧饼啊……上面啥都没，怪不得没配图呢！！！
1,非常满意！送餐很快！
1,"灰常好～,经常点～"
0,为什么煎蛋放在最古老的白色塑料打包盒里还收我一块钱餐盒费
1,比预计的快，菜品质量跟大堂的没太大差别。
1,也就是几块钱的东西吧，感觉标价明显是提高了的
0,很不愉快的一次点餐
0,"鸡腿肉卷还可以,肘子和尖椒搭配,个人不太喜欢,感觉像红烧肉"
1,小哥很棒，态度很好，才还热着，很好!
1,味道很好！速度也够快！
0,跟上次的不一样了
0,面送过来就会坨了软了，口感不好，其他还可以。
1,不错啊好吃
1,好吃，包装好，干净卫生
1,还不错还不错还不错
0,下订单后一直不送，一小时后显示订单已完成！可是根本没有送啊。
0,"凉皮太辣,吃不下都"
1,肉松送成鸡柳了，赚到了
0,送餐太慢，米饭还得另加2元
1,很方便，味道也很好～
1,"配送人员特别准时就到了,然后还顺手帮我带了几个垃圾,其实我很不好意思,祝福这位师傅2016年身体健康工作顺利,谢谢"
0,饭菜没的说，好吃，但是第一个给我送外卖的那个女的实在让我生气！找不到地方我理解，但是莫名其妙的挂我两回电话我就不能理解了！态度差！
1,煎饼里面的油条很好吃，但是薄脆送到家肯定没有现场吃好吃，捂一会儿不太脆了。外卖还是里面放油条的更好
1,很好吃，总爱点他家的饭当工作餐。
1,送餐员很快。饭很好吃，特别是鸡翅和土豆泥。下次继续点！
1,饭菜好不好另说，就冲这么冷的天这么晚，快递辛苦送来也好评
0,太慢了，再也不会订了
1,真的是太好吃了太帅了吃的我美美的送餐也很快以后外卖就百度这家餐厅了
1,很好吃，就是叫多了
0,吃了这么多回大盘鸡了，头一回吃着鸡汤大盘鸡，一半食材一半是汤真没见过谁喝大盘鸡里的汤的，您把汤汁收干点不行吗做的专业点，我真希望只是我碰到了！
1,非常好，非常快！门牌号码没写都能送到，谢谢。
1,好喝，速度也很快，值得赞
1,饼感觉是豆子做的，有股豆香味。很贴心有手套，就是肘子的肥肉块稍微有点大，瘦肉和肥肉分开了吃起来稍微有点腻。建议下次把肘子切成片吧
1,还不错！这次点的是饭，没有立减的话，那就不值二十元这个价！
1,锡纸包装很好，但是今天的卷饼里面有不锈钢丝。
1,送餐太慢。。。，我觉得是太饿了，才感觉好吃。
0,"我说了饮料不加冰，最后送餐员来了以后，我特意问没加冰吧,他说没有,结果我一打开,一堆冰"
0,菜也太少太少了吧，感觉跟别人吃剩了扒拉给我的一样
0,一贯的严重迟到，而且订的南瓜羹没有见到，只能事后补送
1,比预计时间送的还早十分钟，态度很好，点赞！
1,我去，这个大份的还真是大啊，快20cm见方了。
0,"网页标明20起送，打电话来说要28才能起送，取消订单,再次下单还是被取消订单,且打电话来的服务员态度极差！！！！！！！！！！"
0,送到都凉了，肥肉多多多
1,送有很快，东西一般吧
0,忘了送可乐，而且凉了
0,"卷饼里面吃出红色塑胶线,！！"
0,送餐的很努力的在赔付前几分钟把餐送到了。明明点了一小份外加一个排骨，非要分开装赚个餐盒钱。
1,感谢骑士师傅，辛苦了！回家路上定了餐，到家没多久就收到了！赞
0,等了一个半小时，14元钱，你就给我吃这个？？？酸豆角焖肉？我和同事的加起来，里面的肉馅都不够包一个馄饨的，评论不能爆照片，要不我就发出来给大家见识见识了。毫无疑问的大差评！
0,这家的送餐超慢，没有很好的耐性就不要定他家了
1,"农家小炒肉,有一点辣了。"
0,"商家电话打不通，拿到餐后，菜汁洒了一袋子，您告诉我这还怎么吃呀呀呀呀呀呀呀呀呀呀！我十点下的单，要求十一点配送到,你这晚了多久。"
1,好吃，棒棒的
0,明明是午饭，迟到1个多小时，只能留着晚上用了。饿死了。
0,味道很淡，毛肚很硬，整份菜没有什么香味。配送很快。
1,味道不错(o^^o)♪粥很香甜
1,不错，就是地三鲜油太大了
1,土豆丝好吃土豆丝好吃
1,串这次不好吃
1,"量太大了,还算准时,喜欢黄太吉"
1,"很好吃,超值"
1,非常神速，就是有点咸了
0,奉劝老板：如果不会做外卖就不要再做了，顾客花钱是买服务，如果收了钱服务却做不好谁会再来。三次点餐两次超时送达，上一次甚至在我已经取消订单，都过了半小时以后还送来。想问老板你是怎么做管理的？你的员工是怎么想的？你们商家的诚信在哪里？对这家餐厅失望透顶，永远不会再点
1,送餐员辛苦！奶茶味道不错！
0,速度很慢，我今天打电话催的时候，那边态度很差，我说那明天不点了。她说“可以”，电话撂了。
1,非常好的一次外卖订餐，很及时！泡菜好吃！
1,不错，送餐小哥对不起了，打电话不知道怎么了没响～
1,挺快的，真的挺不错。
0,11.30定餐，1.00送到，中有打了4次电话催，生气。。。永不再来。
1,南瓜粥里南瓜挺多的，凉拌木耳稍微有点大火，土豆尖椒卷饼土豆丝多尖椒太少，面皮稍有点夹生，不过味道还不错，吃一个中号卷饼半份粥一份小菜很饱，不错
0,送餐挺快，但是不好吃，菜很少，全靠饭撑着，宁可不要那个装B的牛皮纸袋，菜多一点
0,定的饺子没有了，换了别的也没退差价。订的两人份，特意叮嘱多放点醋，结果只给了一人份的量
1,味道还可以，就是稍微淡点，要在咸点就好了。
0,根本就是17:50才送达
0,高峰期点菜，质量就差点。
1,比别家鸡排小
1,全部超五星！！菜品和送餐速度全都棒棒哒！！！
1,味道蛮好的，鸡蛋煎成了花的形状好可爱
0,咖啡全洒了，袋子都坏了
0,真慢，批萨凉了真难吃
1,很好吃，密封紧密
0,太差了，外卖骑上是骑蜗牛来的吗？
0,菜不仅难吃送的时间还超长
1,"没有想象中陷大,服务挺好的"
1,不错，挺准时
0,慢！！！提前订也白搭
0,非常遗憾，代金券和立减优惠不能同时使用了。真是痛心疾首啊！
0,我的两颗卤蛋呢！！
0,速度慢，还撒了。不如美团外卖。
0,真心有点慢！
0,一份30-40块的拌饭烂成这样也好意思？！！？饭也少，菜也很难吃，跟嚼树根一样！
1,好吃，干净
1,送蛋糕很快到家，蛋糕很好吃，赞
0,"不好吃，,只吃了一口就扔了"
0,"说好的肘子,结果是肥肉块儿"
1,"好吃,就是每次粥送来都有点凉"
0,"送的超级慢…,薯条都干了,整个俩小时才送到"
0,吃出来了头发丝呵呵呵呵
0,"十一点五十才送到,完了好久啊,味道一般,而且现在的并好小啊,大分的和以前中分的一个量"
1,早早就下单了，早早送来
1,很好，超值
1,味道很好又订的挺好吃
1,带脆饼的煎饼好吃
0,"和店家推广时的包装不一样。包装差评差评差评,送来的时候洒了好多"
1,肉再多一点儿就更好了~
0,送餐员下次送披萨的时候能小心一点拿吗……披萨上的菜全彼岸在盒子上了……一打开就一张白面饼……
0,"汉堡王给错货，但快递员人超赞,给联系补货,很晚也送过来"
0,"送餐太慢,是不是因为用了优惠卷,只花了4元就最后给我送啊～,还没吃呢,等的太久,都没胃口了"
0,她妈的还要餐盒费，太坑爹了，一个盒要一块呢，一个餐盒批发5分钱，打包要一块
0,双皮奶全洒出来了，吃饭筷子也没有
0,除了速度慢，其他都挺好。速度忒慢了，等了一个小时二十分钟。
0,凉皮里配的面筋已经有异味了
0,你家送餐员们来的再晚点么？态度能再差点么？？！
0,"没有提供餐具，希望下次能改进。,送餐速度快"
1,喜欢。明天还会点。！！
1,好吃，豆腐脑的盒子改良后比原来好多了！
0,送餐慢，说实话还没有路边的煎饼好吃，打开就一股大料味，不会在光临了
0,时间超长，给的超少
1,好，爱吃夹油条的煎饼果子
1,挺好的，不过麻烦包装的严密点，漏汤真的很烦人
1,喜欢京酱肉丝卷，飘香肘子卷肉再烂些就好了，土豆肉丝卷是辣味的
1,味道还可以，就是有点儿慢
1,粥还可以，饼真不好吃，就是肉块，口感不好，不好吃。
0,送货慢，订的排骨没了，换了个黄焖鸡，有点辣
0,味道依然很好，送餐等了一个半小时…
1,米饭好吃，不会很硬，菜的量还可以，味道也很好。
0,送餐员态度非常不好，自己找不到态度也很不好，两份米线一双筷子
0,外卖速度太慢，由店家自己送的，而非通过百度外卖。送到的时候煎饼都凉了，而且也疲塌了，耗时90分钟，该店距离我家不到1公里，送餐速度慢成这样。也吃不出煎饼有多好吃。也就是百度卖外的活动还算优惠，其他没什么好的。以后不再买了。
0,吃不了肥肉的最好不要点，有点腻！酱料不多，味道偏淡。
0,4个小时。。呵呵了
0,土豆丝还可以，香菇的好难吃！
1,送餐快！好吃，肉多
1,食物干净，包装不错，有点品牌，可以
1,泡菜有点辣，其他都不错，个人喜欢吃白菜豆腐粉丝丸子汤。
1,卷饼不油腻很健康
1,很快，服务很好，非常方便，好吃
0,煎饼很一般，没什么亮点
1,10分钟之内送到。真快！
1,不很好吃，微辣就是一点都不辣
0,饼好硬好厚，肉柴菜少，没什么味，比老北京鸡肉卷差太多了，吃一次不会再吃了。粥太咸
1,外卖给力煎饼非常给力
1,速度超级快呀，很好喝，冰爽
0,两个小时才送到，慢
1,羊肉串尤其好吃！！
1,粥漏了又给送了个，很不错
0,"加了奶油都不到盖子,什么情况"
0,送的慢而且饮料还没送
0,鸡汤很是失望掺了一半的水。订歺后2个小时以后才到，让我的面泡糊了，吃了想吐。
0,"走路十分钟就到，结果我疯了一个半小时才送到,，,饼还不熟"
0,非常慢，非常难吃
1,味道很好，送餐速度也很快。
0,慢死了，等了将近俩小时
0,味道不错，但是送餐第一次十一点45送的，我们定了4份，只送了一份，剩下的三份是12点10分送的
0,昨天忘了送鸡蛋，今天提醒了还是忘了
0,卷饼的量太小了，，
0,送过来还是很热乎的，粥里有很长一段铁丝球的铁丝，我也是醉了
0,脆皮蛋卷没放！！！
0,饭还行，就是送的太慢
1,送餐小哥很给力，大赞。
0,为什么不给管儿？？？？撕开纸喝？？？？
0,总是忘记给筷子勺子，而且延误了半个多小时
0,"和在店里吃到的没法比,送到后又少又凉~,o(︶︿︶)o,唉,看来点外卖是个错误的选择！"
0,差评差评，时间太长，时间将近2个小时
1,好快，谢谢百度骑士
1,味道棒！配餐快！大冷天喝一碗热腾腾的羊杂超棒！
0,填写了发票信息，但是没有给开发票
1,"还可以,有点干。"
1,"挺不错,老想吃,贵也吃,第一次吃就吃好了"
1,经常订他家饭很好吃，
0,"没给吸管,怎么喝奶茶"
0,配送员送来的时候洒了很多
1,老板态度非常好
0,"炸藕片太难吃了！,果断扔掉"
1,红红火火恍恍惚惚哈哈哈哈
1,配送员配送很快，粥好吃。
1,比想象中快多了～赞一个
1,送餐员很给力！大大的赞
1,中盘鸡好大份两个人吃了两顿才吃完。味道非常好
0,"招牌肥牛不错。玉米沙拉不好吃,买亏了。"
0,"辣,不好吃"
1,披萨好吃，原味鸡翅非常好吃
